Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,93,0.14984583761562179,7.838709677419355,0.14922918807810895,5,0.04460431654676259,[]
C2,149,0.33874614594039054,11.060402684563758,0.10030832476875642,5,0.0830421377183967,"[5, 6]"
C3,202,0.3780061664953751,9.103960396039604,0.296813977389517,2,0.10606372045220966,"[1, 2]"
C4,197,0.3142857142857143,7.761421319796955,0.260431654676259,2,0.09393627954779034,[]
C5,128,0.3521068859198356,13.3828125,0.15416238437821173,4,0.11860226104830421,[4]
C6,182,0.2986639260020555,7.983516483516484,0.043782117163412126,4,0.11428571428571428,[]
C7,27,0.044193216855087356,7.962962962962963,0.04316546762589928,6,0.016649537512846865,[]
C8,49,0.08715313463514902,8.653061224489797,0.025077081192189106,6,0.03576567317574512,[]
C9,46,0.08221993833504625,8.695652173913043,0.0526207605344296,6,0.03001027749229188,[]
C10,36,0.05611510791366906,7.583333333333333,0.04892086330935252,3,0.02446043165467626,[]
C11,50,0.09537512846865365,9.28,0.04686536485097636,3,0.041726618705035974,[]
C12,96,0.26125385405960944,13.239583333333334,0.14902363823227133,3,0.07954779033915725,[3]
