Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,222,0.20726548892759392,3.7522522522522523,0.19084349340631998,3,0.0525006220452849,[6]
C2,319,0.3739736252799204,4.7115987460815045,0.25901965663100274,3,0.10176660860910675,[]
C3,266,0.3607862652401095,5.451127819548872,0.30529982582732024,3,0.11022642448370241,[]
C4,276,0.3262005473998507,4.75,0.2953471012689724,3,0.10176660860910675,[]
C5,391,0.5026125901965663,5.166240409207161,0.40159243592933563,3,0.1423239611843742,[]
C6,392,0.7071410798706146,7.25,0.5143070415526251,2,0.17964667827817865,"[1, 2, 3, 4, 5]"
C7,448,0.5357053993530729,4.805803571428571,0.5277432197063946,2,0.1500373227170938,[]
C8,441,0.6195571037571536,5.64625850340136,0.19382931077382434,2,0.16969395371983081,[]
C9,210,0.2418512067678527,4.628571428571429,0.13187360039810897,2,0.06742970888280667,[]
C10,132,0.1378452351331177,4.196969696969697,0.13361532719581987,2,0.03732271709380443,[]
C11,165,0.19233640209007216,4.684848484848485,0.13908932570291116,2,0.05001244090569793,[]
C12,267,0.2881313759641702,4.337078651685394,0.19930330928091566,4,0.07066434436426972,[]
