Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,84,0.13876716330704061,5.654761904761905,0.13409290096406662,3,0.06076541045866199,[]
C2,161,0.3102541630148992,6.596273291925466,0.16418346479696172,3,0.11481156879929887,"[5, 6]"
C3,168,0.31931054630441136,6.505952380952381,0.2451066316096991,3,0.10604732690622261,[]
C4,152,0.26292725679228746,5.921052631578948,0.22903885480572597,3,0.08092316681273737,[]
C5,249,0.45720128542214433,6.285140562248996,0.32778264680105174,1,0.147239263803681,[]
C6,209,0.6105755185509787,10.0,0.32515337423312884,1,0.22231960268770085,"[1, 2, 3, 4]"
C7,189,0.3327490505404616,6.026455026455026,0.3289512123867952,1,0.15045281916447562,[]
C8,202,0.4034472684779433,6.836633663366337,0.0876424189307625,1,0.16389132340052587,[]
C9,93,0.13263219398188722,4.881720430107527,0.05112474437627812,3,0.043236926672509494,[]
C10,40,0.052001168565585745,4.45,0.05083260297984225,3,0.020157756354075372,[]
C11,79,0.11218229623137599,4.860759493670886,0.06573181419807186,3,0.04148407829389424,[]
C12,102,0.1890154834940111,6.3431372549019605,0.13584574934268187,3,0.08150744960560911,[]
