Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,44,0.06597222222222222,6.4772727272727275,0.06412037037037037,4,0.01875,[]
C2,128,0.2275462962962963,7.6796875,0.09768518518518518,4,0.06805555555555555,[3]
C3,126,0.2914351851851852,9.992063492063492,0.2273148148148148,4,0.09837962962962964,[]
C4,140,0.2518518518518518,7.771428571428571,0.22916666666666666,4,0.09282407407407407,[]
C5,170,0.35833333333333334,9.105882352941176,0.1414351851851852,4,0.12523148148148147,[]
C6,157,0.46782407407407406,12.872611464968152,0.17962962962962964,5,0.15694444444444444,"[1, 4, 5, 6]"
C7,119,0.1824074074074074,6.621848739495798,0.18078703703703702,4,0.06296296296296296,[]
C8,151,0.25833333333333336,7.3907284768211925,0.04097222222222222,4,0.09166666666666666,[]
C9,63,0.09814814814814815,6.73015873015873,0.053009259259259256,4,0.043055555555555555,[]
C10,38,0.05625,6.394736842105263,0.055324074074074074,4,0.02824074074074074,[]
C11,61,0.09444444444444444,6.688524590163935,0.03726851851851852,4,0.04282407407407408,[]
C12,68,0.12638888888888888,8.029411764705882,0.06481481481481481,4,0.034722222222222224,[2]
