Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,727,0.47657082002129925,2.4621733149931226,0.4488817891373802,3,0.16773162939297126,[6]
C2,493,0.45527156549520764,3.4685598377281948,0.2976570820021299,3,0.1592119275825346,[5]
C3,528,0.4874866879659212,3.4678030303030303,0.46831735889243875,3,0.15947816826411076,[]
C4,585,0.4784345047923323,3.071794871794872,0.4544728434504792,3,0.1584132055378062,[]
C5,460,0.533013844515442,4.352173913043479,0.4273162939297125,2,0.1698615548455804,[]
C6,482,0.8149627263045793,6.350622406639004,0.8101703940362087,2,0.2763578274760383,[]
C7,907,0.847444089456869,3.5093715545755235,0.8322683706070287,2,0.2872736954206603,"[1, 2, 3, 4]"
C8,764,0.8394568690095847,4.12696335078534,0.18184238551650692,2,0.28514376996805113,[]
C9,255,0.2476038338658147,3.6470588235294117,0.20447284345047922,3,0.07082002129925452,[]
C10,300,0.2103301384451544,2.6333333333333333,0.20633652822151224,3,0.061235356762513314,[]
C11,268,0.233493077742279,3.2723880597014925,0.14749733759318423,3,0.07082002129925452,[]
C12,626,0.4696485623003195,2.817891373801917,0.46246006389776356,3,0.16693290734824281,[]
