Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,3,0.00784313725490196,9.333333333333334,0.007563025210084034,3,0.005322128851540616,[]
C2,24,0.10028011204481793,14.916666666666666,0.021848739495798318,3,0.04481792717086835,[6]
C3,42,0.14061624649859944,11.952380952380953,0.06358543417366946,3,0.049019607843137254,[]
C4,22,0.06666666666666667,10.818181818181818,0.05658263305322129,3,0.02100840336134454,[]
C5,38,0.1523809523809524,14.31578947368421,0.03165266106442577,1,0.047058823529411764,[]
C6,77,0.3887955182072829,18.025974025974026,0.130812324929972,1,0.1123249299719888,"[1, 2, 3, 4, 5]"
C7,32,0.13165266106442577,14.6875,0.13109243697478992,1,0.050980392156862744,[]
C8,44,0.20756302521008405,16.84090909090909,0.00784313725490196,1,0.07226890756302522,[]
C9,8,0.021848739495798318,9.75,0.0,4,0.007282913165266107,[]
C10,0,0.0,0.0,0.0,0,0.0,[]
C11,4,0.010924369747899159,9.75,0.0028011204481792717,5,0.005042016806722689,[]
C12,9,0.02661064425770308,10.555555555555555,0.007563025210084034,5,0.012324929971988795,[]
