Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,1024,0.6815958815958816,2.5859375,0.6419562419562419,1,0.18326898326898328,"[4, 6]"
C2,645,0.6455598455598456,3.8883720930232557,0.436036036036036,1,0.17554697554697554,[]
C3,649,0.6473616473616474,3.8751926040061635,0.618018018018018,1,0.20386100386100386,[]
C4,734,0.6324324324324324,3.3474114441416893,0.601029601029601,1,0.2018018018018018,[]
C5,560,0.6576576576576577,4.5625,0.5104247104247104,1,0.21158301158301157,[]
C6,580,0.723037323037323,4.843103448275862,0.7176319176319176,1,0.22316602316602316,[]
C7,1124,0.7722007722007722,2.6690391459074734,0.7577863577863578,1,0.23912483912483912,"[1, 2, 3, 5]"
C8,1006,0.764993564993565,2.9542743538767398,0.1680823680823681,1,0.23783783783783785,[]
C9,270,0.24272844272844274,3.4925925925925925,0.21184041184041183,2,0.07207207207207207,[]
C10,308,0.21595881595881597,2.7240259740259742,0.2102960102960103,2,0.06640926640926641,[]
C11,260,0.24324324324324326,3.6346153846153846,0.17323037323037324,2,0.07181467181467181,[]
C12,889,0.6715572715572715,2.9347581552305964,0.6656370656370656,1,0.1806949806949807,[]
