Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,108,0.15259582726831636,5.824074074074074,0.1465308102862688,3,0.04997573993207181,[]
C2,225,0.34813197476952934,6.377777777777778,0.20208636584182435,1,0.11329451722464823,[4]
C3,221,0.3736050460941291,6.968325791855204,0.2930616205725376,1,0.13148956817079088,[]
C4,193,0.30616205725376033,6.538860103626943,0.2690441533236293,1,0.11135371179039301,[]
C5,268,0.4849587578845221,7.458955223880597,0.34788937409024745,1,0.1717612809315866,[]
C6,284,0.5883066472586124,8.538732394366198,0.23265405143134402,1,0.20208636584182435,"[1, 2, 3, 5, 6]"
C7,188,0.24138767588549248,5.292553191489362,0.23847646773410966,1,0.09000485201358564,[]
C8,210,0.29597282872392044,5.809523809523809,0.06283357593401262,1,0.10844250363901019,[]
C9,81,0.0972828723920427,4.950617283950617,0.03299369238233867,1,0.0361475012130034,[]
C10,29,0.033964095099466275,4.827586206896552,0.03275109170305677,2,0.011402231926249394,[]
C11,74,0.09073265405143134,5.054054054054054,0.057738961669092675,1,0.025230470645317808,[]
C12,117,0.20329936923823386,7.162393162393163,0.15016982047549732,3,0.06356137797185832,[]
