Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,39,0.058281444582814444,6.0,0.05579078455790785,3,0.019178082191780823,"[5, 6]"
C2,82,0.162640099626401,7.963414634146342,0.06276463262764632,3,0.07148194271481943,[]
C3,95,0.17359900373599005,7.336842105263158,0.11382316313823163,3,0.06724782067247821,[]
C4,80,0.12602739726027398,6.325,0.10734744707347448,3,0.05031133250311332,[]
C5,104,0.2136986301369863,8.25,0.10136986301369863,2,0.07571606475716065,[]
C6,198,0.5760896637608967,11.681818181818182,0.4012453300124533,2,0.19402241594022415,"[2, 3]"
C7,201,0.4052303860523039,8.09452736318408,0.3995018679950187,1,0.150186799501868,[]
C8,167,0.5145703611457036,12.37125748502994,0.05454545454545454,1,0.1780821917808219,"[1, 4]"
C9,59,0.09987546699875467,6.796610169491525,0.029140722291407222,3,0.034122042341220425,[]
C10,23,0.03212951432129514,5.608695652173913,0.03188044831880448,3,0.01145703611457036,[]
C11,45,0.06824408468244085,6.088888888888889,0.030136986301369864,3,0.02266500622665006,[]
C12,65,0.10709838107098381,6.615384615384615,0.05529265255292653,3,0.04059775840597758,[]
