Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,25,0.050156739811912224,8.96,0.048589341692789965,4,0.014778325123152709,[]
C2,81,0.19458128078817735,10.728395061728396,0.06583072100313479,3,0.055978504254366325,[6]
C3,87,0.22480967308553515,11.540229885057471,0.15203761755485892,4,0.06045678459471563,[3]
C4,78,0.16345723242274968,9.35897435897436,0.14800716524854457,4,0.045230631437527986,[]
C5,105,0.2541424093148231,10.80952380952381,0.07904164800716525,4,0.05508284818629646,[]
C6,113,0.41625615763546797,16.451327433628318,0.14733542319749215,1,0.10568741603224362,"[1, 2, 4, 5]"
C7,79,0.14867890729959696,8.405063291139241,0.14733542319749215,1,0.04075235109717868,[]
C8,102,0.21204657411553962,9.284313725490197,0.02239140170174653,1,0.05463502015226153,[]
C9,35,0.06202418271383789,7.914285714285715,0.028660994178235557,1,0.015002239140170175,[]
C10,18,0.030228392297357815,7.5,0.02910882221227049,1,0.013434841021047918,[]
C11,36,0.0638154948499776,7.916666666666667,0.02418271383788625,4,0.01768920734437976,[]
C12,48,0.10815047021943573,10.0625,0.048589341692789965,4,0.032691446484549934,[]
