Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,4,0.010206561360874849,10.5,0.010206561360874849,3,0.0053462940461725394,[]
C2,24,0.0818955042527339,14.041666666666666,0.012879708383961118,3,0.02818955042527339,[]
C3,24,0.07800729040097205,13.375,0.036938031591737544,3,0.02648845686512758,[]
C4,16,0.04374240583232078,11.25,0.03499392466585662,3,0.018226002430133656,[]
C5,35,0.13292831105710814,15.628571428571428,0.018226002430133656,4,0.04690157958687728,[]
C6,68,0.374726609963548,22.676470588235293,0.09866342648845687,4,0.10911300121506683,"[1, 2, 3, 4, 5, 6]"
C7,29,0.09890643985419198,14.03448275862069,0.09793438639125152,5,0.039611178614823814,[]
C8,50,0.20729040097205345,17.06,0.008262454434993925,5,0.07144592952612394,[]
C9,9,0.026731470230862697,12.222222222222221,0.002187120291616039,2,0.009234507897934386,[]
C10,1,0.002430133657351154,10.0,0.002430133657351154,5,0.002430133657351154,[]
C11,13,0.03645200486026731,11.538461538461538,0.009477521263669502,5,0.009963547995139732,[]
C12,23,0.07047387606318348,12.608695652173912,0.009963547995139732,4,0.015795868772782502,[]
