Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,72,0.12612612612612611,6.805555555555555,0.1214929214929215,1,0.027284427284427284,[]
C2,133,0.2913770913770914,8.511278195488721,0.09935649935649936,1,0.06692406692406692,"[4, 6]"
C3,134,0.30553410553410554,8.85820895522388,0.23423423423423423,1,0.08803088803088803,[]
C4,127,0.24864864864864866,7.606299212598425,0.22522522522522523,1,0.08005148005148005,[]
C5,154,0.36705276705276707,9.25974025974026,0.1564993564993565,1,0.12586872586872586,[]
C6,150,0.4149292149292149,10.746666666666666,0.12921492921492922,1,0.14105534105534107,"[1, 2, 3, 5]"
C7,81,0.13153153153153152,6.308641975308642,0.1287001287001287,2,0.03758043758043758,[]
C8,109,0.19794079794079794,7.055045871559633,0.04118404118404118,2,0.062033462033462036,[]
C9,56,0.09317889317889318,6.464285714285714,0.03758043758043758,2,0.03423423423423423,[]
C10,25,0.040926640926640924,6.36,0.03912483912483913,2,0.023423423423423424,[]
C11,60,0.10064350064350064,6.516666666666667,0.04195624195624196,2,0.03758043758043758,[]
C12,96,0.20128700128700128,8.145833333333334,0.12355212355212356,1,0.04607464607464608,[]
