Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,216,0.22408963585434175,3.7037037037037037,0.20672268907563024,3,0.07366946778711485,[]
C2,296,0.4064425770308123,4.902027027027027,0.3050420168067227,3,0.1319327731092437,[]
C3,281,0.4137254901960784,5.2562277580071175,0.32745098039215687,3,0.12717086834733893,[]
C4,256,0.34593837535014005,4.82421875,0.3142857142857143,3,0.1030812324929972,[]
C5,340,0.5053221288515406,5.305882352941176,0.40560224089635855,3,0.14425770308123248,[]
C6,357,0.7008403361344537,7.008403361344538,0.5053221288515406,1,0.18459383753501402,"[1, 2, 3, 4, 5]"
C7,404,0.5322128851540616,4.702970297029703,0.5229691876750701,1,0.15602240896358543,[]
C8,392,0.5941176470588235,5.410714285714286,0.1700280112044818,1,0.17058823529411765,[]
C9,182,0.22296918767507004,4.373626373626373,0.12212885154061624,1,0.050140056022408966,[]
C10,119,0.12633053221288515,3.7899159663865545,0.12240896358543417,1,0.030252100840336135,[]
C11,139,0.16806722689075632,4.316546762589928,0.11568627450980393,1,0.037815126050420166,[]
C12,253,0.2896358543417367,4.086956521739131,0.2173669467787115,3,0.08795518207282914,[6]
