Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,5,0.012179649835067242,9.6,0.012179649835067242,6,0.007104795737122558,[]
C2,20,0.05759959401167217,11.35,0.014717076884039584,3,0.015985790408525755,[]
C3,34,0.108348134991119,12.558823529411764,0.06216696269982238,3,0.03222532352194874,[]
C4,26,0.07206292819081452,10.923076923076923,0.06318193351941132,3,0.024105556965237248,[]
C5,41,0.13270743466125348,12.75609756097561,0.01573204770362852,4,0.03882263384927683,[4]
C6,66,0.37858411570667344,22.606060606060606,0.12890129408779497,1,0.11342298908906369,"[1, 2, 3, 5, 6]"
C7,37,0.12991626490738392,13.837837837837839,0.12940877949758944,1,0.046688657701091096,[]
C8,66,0.2666835828469932,15.924242424242424,0.022836843440751077,1,0.07916772392793707,[]
C9,19,0.0586145648312611,12.157894736842104,0.004567368688150216,2,0.017761989342806393,[]
C10,2,0.004567368688150216,9.0,0.004313625983252981,2,0.002283684344075108,[]
C11,14,0.03501649327581832,9.857142857142858,0.008880994671403197,1,0.01091093631058107,[]
C12,24,0.07282415630550622,11.958333333333334,0.011925907130170008,4,0.02055315909667597,[]
