Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,18,0.15437225207620908,17.555555555555557,0.15437225207620908,3,0.11089399120664387,[6]
C2,15,0.20957498778700537,28.6,0.009281875915974597,3,0.13238886174890083,[3]
C3,11,0.08353688324377137,15.545454545454545,0.038104543234000976,2,0.055202735710796286,[]
C4,9,0.049829018075232046,11.333333333333334,0.049829018075232046,2,0.0356619443087445,[]
C5,14,0.09086468001954079,13.285714285714286,0.015632633121641426,2,0.05569125549584758,[]
C6,30,0.28138739618954567,19.2,0.14753297508549096,1,0.15095261358085002,[5]
C7,22,0.14753297508549096,13.727272727272727,0.14704445530043966,1,0.08255984367366878,[]
C8,26,0.3527112848070347,27.76923076923077,0.02051783097215437,1,0.20078163165608207,"[1, 2, 4]"
C9,8,0.06692721055202736,17.125,0.016609672691744015,1,0.05324865657059111,[]
C10,4,0.021983390327308255,11.25,0.021983390327308255,1,0.021006350757205666,[]
C11,5,0.028334147532975085,11.6,0.0029311187103077674,1,0.0268685881778212,[]
C12,20,0.20127015144113336,20.6,0.15437225207620908,3,0.1167562286272594,[]
