Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,12,0.07929334428923583,16.083333333333332,0.07929334428923583,5,0.03451109285127362,[]
C2,10,0.2029580936729663,49.4,0.0049301561216105174,5,0.09120788824979457,"[2, 5]"
C3,6,0.06450287592440428,26.166666666666668,0.023007395234182416,2,0.025472473294987676,[]
C4,5,0.028348397699260477,13.8,0.02506162695152013,1,0.019309778142974528,[]
C5,8,0.05505341002465078,16.75,0.020542317173377157,1,0.04437140509449466,[]
C6,32,0.3562037797863599,27.09375,0.15735414954806903,1,0.2970419063270337,[1]
C7,24,0.15735414954806903,15.958333333333334,0.15735414954806903,1,0.12900575184880855,[]
C8,20,0.26581758422350044,32.35,0.008216926869350863,1,0.16680361544782252,[4]
C9,4,0.02629416598192276,16.0,0.0,4,0.02218570254724733,[]
C10,0,0.0,0.0,0.0,0,0.0,[]
C11,3,0.012325390304026294,10.0,0.0,4,0.008216926869350863,[]
C12,12,0.21117502054231718,42.833333333333336,0.07929334428923583,6,0.09901396877567789,"[3, 6]"
