Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,177,0.29791488146243933,5.892655367231638,0.2853470437017995,6,0.11882319337332191,"[3, 6]"
C2,267,0.4907169380177092,6.4344569288389515,0.2982005141388175,5,0.17937732076549556,[5]
C3,222,0.3944587260782634,6.2207207207207205,0.33733219080262783,5,0.10796915167095116,[]
C4,217,0.3556126820908312,5.7373271889400925,0.32704941445301344,2,0.10796915167095116,[]
C5,271,0.49014567266495285,6.332103321033211,0.40359897172236503,4,0.15081405312767782,[2]
C6,297,0.6758069123107684,7.966329966329966,0.455012853470437,4,0.22193658954584405,"[1, 4]"
C7,320,0.4821479577263639,5.275,0.47900599828620394,1,0.19737217937732077,[]
C8,297,0.5067123678948872,5.973063973063973,0.0842616395315624,1,0.2007997714938589,[]
C9,84,0.09911453870322764,4.130952380952381,0.028563267637817767,1,0.03741788060554127,[]
C10,31,0.029991431019708654,3.3870967741935485,0.028563267637817767,4,0.010854041702370752,[]
C11,74,0.08254784347329334,3.9054054054054053,0.06712367894887175,5,0.04055984004570123,[]
C12,167,0.3207654955726935,6.724550898203593,0.29648671808054844,6,0.11882319337332191,[]
