Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,44,0.17680454176804541,9.909090909090908,0.17680454176804541,3,0.08921330089213302,"[5, 6]"
C2,35,0.30494728304947283,21.485714285714284,0.062449310624493104,2,0.12773722627737227,"[2, 3]"
C3,16,0.14395782643957827,22.1875,0.06569343065693431,1,0.10624493106244931,[]
C4,35,0.10948905109489052,7.714285714285714,0.10502838605028386,1,0.09529602595296026,[]
C5,43,0.14720194647201945,8.44186046511628,0.0340632603406326,1,0.1305758313057583,[]
C6,46,0.4221411192214112,22.630434782608695,0.2518248175182482,1,0.40632603406326034,[1]
C7,57,0.2518248175182482,10.894736842105264,0.25101378751013786,1,0.24047039740470397,[]
C8,45,0.3313057583130576,18.155555555555555,0.0072992700729927005,1,0.30656934306569344,[4]
C9,6,0.023519870235198703,9.666666666666666,0.015815085158150853,2,0.0186536901865369,[]
C10,4,0.016220600162206,10.0,0.014598540145985401,2,0.016220600162206,[]
C11,4,0.021897810218978103,13.5,0.004460665044606651,2,0.019464720194647202,[]
C12,42,0.20478507704785076,12.023809523809524,0.17680454176804541,2,0.10583941605839416,[]
