Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,48,0.22831541218637993,13.270833333333334,0.22831541218637993,6,0.13189964157706094,"[2, 3]"
C2,55,0.36630824372759857,18.581818181818182,0.06200716845878136,6,0.13189964157706094,[5]
C3,30,0.12258064516129032,11.4,0.02795698924731183,4,0.06666666666666667,[]
C4,10,0.03082437275985663,8.6,0.028315412186379927,1,0.01899641577060932,[]
C5,21,0.07383512544802867,9.80952380952381,0.03189964157706093,1,0.05268817204301075,[]
C6,44,0.303584229390681,19.25,0.2057347670250896,4,0.18530465949820787,[1]
C7,40,0.2057347670250896,14.35,0.2053763440860215,4,0.14802867383512544,[]
C8,37,0.35519713261648744,26.783783783783782,0.04551971326164875,4,0.25017921146953404,[4]
C9,28,0.08960573476702509,8.928571428571429,0.024372759856630826,4,0.06308243727598567,[]
C10,9,0.026523297491039426,8.222222222222221,0.025806451612903226,4,0.017204301075268817,[]
C11,12,0.04408602150537634,10.25,0.016845878136200716,4,0.027598566308243727,[]
C12,34,0.2824372759856631,23.176470588235293,0.22795698924731184,6,0.13584229390681005,[6]
