Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,26,0.15052296498408368,12.73076923076923,0.15052296498408368,3,0.061391541609822645,[]
C2,30,0.23146884947703503,16.966666666666665,0.017280582082764895,5,0.06412005457025921,"[2, 3, 5]"
C3,13,0.0964074579354252,16.307692307692307,0.04047294224647567,5,0.058663028649386086,[]
C4,8,0.04547521600727603,12.5,0.04138244656662119,5,0.0241018644838563,[]
C5,16,0.11050477489768076,15.1875,0.03547066848567531,5,0.04411095952705776,[]
C6,25,0.39017735334242837,34.32,0.1477944520236471,1,0.17144156434743066,"[1, 4]"
C7,19,0.14824920418371987,17.157894736842106,0.1477944520236471,4,0.058663028649386086,[]
C8,20,0.2646657571623465,29.1,0.006366530241018645,4,0.11596180081855388,[]
C9,2,0.010004547521600727,11.0,0.0,4,0.010004547521600727,[]
C10,0,0.0,0.0,0.0,0,0.0,[]
C11,1,0.0050022737608003635,11.0,0.002728512960436562,4,0.0050022737608003635,[]
C12,10,0.21282401091405184,46.8,0.15052296498408368,6,0.06275579809004093,[6]
