Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,33,0.19935920256318976,16.96969696969697,0.19900320398718405,6,0.11925952296190816,"[2, 3]"
C2,19,0.2769668921324315,40.94736842105263,0.012815948736205056,6,0.12780348878604486,"[5, 6]"
C3,16,0.14773940904236382,25.9375,0.06550373798504806,4,0.08045567817728728,[]
C4,11,0.07369170523317907,18.818181818181817,0.07369170523317907,1,0.039159843360626556,[]
C5,14,0.10039159843360626,20.142857142857142,0.0088999644001424,4,0.05411178355286579,[]
C6,26,0.26877892488430044,29.03846153846154,0.1594873620505518,4,0.2139551441794233,[1]
C7,30,0.1594873620505518,14.933333333333334,0.1591313634745461,4,0.13741545033819866,[]
C8,35,0.27767888928444284,22.285714285714285,0.009255962976148096,4,0.24599501601993592,[4]
C9,4,0.017087931648273408,12.0,0.0,4,0.017087931648273408,[]
C10,0,0.0,0.0,0.0,0,0.0,[]
C11,3,0.010323958704165184,9.666666666666666,0.003915984336062656,5,0.006763972944108224,[]
C12,35,0.23282306870772518,18.685714285714287,0.19935920256318976,6,0.11925952296190816,[]
