Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,16,0.14557889594528578,18.625,0.14557889594528578,3,0.10649731314118221,[6]
C2,14,0.20517830972154372,30.0,0.0073277967757694185,3,0.13238886174890083,[3]
C3,8,0.07034684904738642,18.0,0.030288226673180263,2,0.050806057645334635,[]
C4,7,0.04103566194430874,12.0,0.04103566194430874,2,0.02784562774792379,[]
C5,13,0.08646800195407914,13.615384615384615,0.015632633121641426,2,0.05129457743038593,[]
C6,28,0.27259404005862237,19.928571428571427,0.12994626282364435,1,0.14215925744992672,[5]
C7,18,0.12994626282364435,14.777777777777779,0.12945774303859306,1,0.06936980947728383,[]
C8,23,0.33952125061064975,30.217391304347824,0.01709819247679531,1,0.1875915974596971,"[1, 2, 4]"
C9,7,0.0625305324865657,18.285714285714285,0.016609672691744015,1,0.05129457743038593,[]
C10,4,0.021983390327308255,11.25,0.021983390327308255,1,0.021006350757205666,[]
C11,5,0.028334147532975085,11.6,0.0029311187103077674,1,0.0268685881778212,[]
C12,17,0.1880801172447484,22.647058823529413,0.14557889594528578,3,0.11235955056179775,[]
