Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,33,0.22662141779788839,18.21212121212121,0.22435897435897437,6,0.14027149321266968,[3]
C2,35,0.3476621417797888,26.34285714285714,0.043740573152337855,6,0.1478129713423831,"[2, 5, 6]"
C3,24,0.15874811463046756,17.541666666666668,0.07428355957767722,4,0.06749622926093514,[]
C4,21,0.08974358974358974,11.333333333333334,0.08484162895927602,1,0.03996983408748114,[]
C5,31,0.14291101055806937,12.225806451612904,0.03657616892911011,1,0.0757918552036199,[]
C6,40,0.30392156862745096,20.15,0.14517345399698342,1,0.17835595776772248,[1]
C7,33,0.14517345399698342,11.666666666666666,0.14479638009049775,4,0.07880844645550528,[]
C8,26,0.2330316742081448,23.76923076923077,0.013951734539969835,4,0.13725490196078433,[4]
C9,12,0.03770739064856712,8.333333333333334,0.01809954751131222,4,0.020361990950226245,[]
C10,7,0.01847662141779789,7.0,0.01546003016591252,2,0.00904977375565611,[]
C11,7,0.02790346907993967,10.571428571428571,0.007541478129713424,2,0.010935143288084464,[]
C12,34,0.26885369532428355,20.970588235294116,0.22586726998491705,6,0.1436651583710407,[]
