Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,10,0.05608322026232474,12.4,0.05563093622795115,6,0.031659882406151064,[3]
C2,19,0.17503392130257803,20.36842105263158,0.006331976481230212,6,0.08909995477159656,[6]
C3,11,0.07960199004975124,16.0,0.031207598371777476,2,0.030303030303030304,[]
C4,6,0.03211216644052465,11.833333333333334,0.026232473993668022,6,0.012663952962460425,[]
C5,17,0.1013116236996834,13.176470588235293,0.02397105382180009,2,0.031659882406151064,[]
C6,27,0.34780642243328813,28.48148148148148,0.08683853459972862,1,0.1854364540931705,"[1, 4]"
C7,13,0.08683853459972862,14.76923076923077,0.08593396653098145,1,0.06060606060606061,[]
C8,18,0.19855269109000453,24.38888888888889,0.005427408412483039,1,0.10538218000904569,[2]
C9,4,0.023518769787426504,13.0,0.0,6,0.009950248756218905,[]
C10,0,0.0,0.0,0.0,0,0.0,[]
C11,7,0.03844414292175486,12.142857142857142,0.011759384893713252,6,0.019448213478064226,[]
C12,15,0.1546811397557666,22.8,0.055178652193577565,5,0.07914970601537766,[5]
