Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,11,0.05582985187998481,13.363636363636363,0.05582985187998481,2,0.05203190277250285,[]
C2,13,0.12723129510064565,25.76923076923077,0.019369540448157994,2,0.09304975313330802,[2]
C3,19,0.11507785795670337,15.947368421052632,0.04481579946828713,2,0.05810862134447398,[]
C4,13,0.052411697683251046,10.615384615384615,0.05013292821876187,5,0.023547284466388152,[]
C5,18,0.08659323965058868,12.666666666666666,0.022028104823395366,5,0.032282567413596655,[]
C6,40,0.32320546904671477,21.275,0.17508545385491833,1,0.22104063805545004,"[1, 5]"
C7,37,0.17584504367641474,12.513513513513514,0.17584504367641474,1,0.11203949867071782,[]
C8,26,0.3292821876186859,33.34615384615385,0.007975693125712115,1,0.16710976072920622,[4]
C9,6,0.022028104823395366,9.666666666666666,0.0030383592859855677,5,0.007975693125712115,[]
C10,1,0.003418154196733764,9.0,0.003418154196733764,5,0.003418154196733764,[]
C11,5,0.020129130269654388,10.6,0.00569692366122294,2,0.008735282947208508,[]
C12,17,0.24382833270034182,37.76470588235294,0.05582985187998481,6,0.12343334599316369,"[3, 6]"
