Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,26,0.09347442680776014,12.23076923076923,0.09259259259259259,6,0.06349206349206349,[3]
C2,67,0.2689594356261023,13.656716417910447,0.07671957671957672,5,0.11493239271017049,"[5, 6]"
C3,59,0.23515579071134626,13.559322033898304,0.14138741916519695,5,0.106114050558495,[2]
C4,67,0.16313932980599646,8.283582089552239,0.14256319811875368,5,0.05526161081716637,[]
C5,72,0.25573192239858905,12.083333333333334,0.08935920047031158,4,0.08759553203997648,[]
C6,73,0.43974132863021753,20.493150684931507,0.1987066431510876,4,0.2139917695473251,"[1, 4]"
C7,63,0.19929453262786595,10.761904761904763,0.1987066431510876,4,0.10552616108171664,[]
C8,61,0.26102292768959434,14.557377049180328,0.009700176366843033,4,0.11934156378600823,[]
C9,9,0.023515579071134628,8.88888888888889,0.01146384479717813,5,0.01352145796590241,[]
C10,6,0.012933568489124045,7.333333333333333,0.012933568489124045,4,0.006466784244562022,[]
C11,7,0.017930629041740153,8.714285714285714,0.006172839506172839,5,0.009112286890064668,[]
C12,20,0.11699000587889477,19.9,0.09347442680776014,6,0.06613756613756613,[]
