Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,14,0.07636887608069164,18.928571428571427,0.0760806916426513,6,0.06195965417867435,[3]
C2,23,0.18904899135446687,28.52173913043478,0.022478386167146973,5,0.07953890489913544,[5]
C3,22,0.15043227665706052,23.727272727272727,0.06657060518731989,5,0.07146974063400577,[2]
C4,18,0.0717579250720461,13.833333333333334,0.06657060518731989,2,0.02824207492795389,[]
C5,28,0.1435158501440922,17.785714285714285,0.0314121037463977,1,0.06023054755043228,[]
C6,41,0.35821325648414987,30.317073170731707,0.06109510086455332,1,0.19020172910662825,"[1, 4]"
C7,16,0.061671469740634005,13.375,0.06138328530259366,1,0.028530259365994237,[]
C8,29,0.14610951008645534,17.482758620689655,0.012103746397694525,1,0.059077809798270896,[]
C9,7,0.02824207492795389,14.0,0.0,4,0.0207492795389049,[]
C10,0,0.0,0.0,0.0,0,0.0,[]
C11,2,0.006340057636887608,11.0,0.0023054755043227667,4,0.003170028818443804,[]
C12,17,0.11239193083573487,22.941176470588236,0.07579250720461095,6,0.08097982708933718,[6]
