Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,46,0.2247191011235955,10.0,0.22276502198339032,3,0.12848070346849047,[6]
C2,69,0.33952125061064975,10.072463768115941,0.13971665852467025,2,0.15534929164631167,[3]
C3,65,0.20908646800195407,6.584615384615384,0.1441133365901319,2,0.11577918905715681,[]
C4,48,0.15437225207620908,6.583333333333333,0.14167073766487542,2,0.10161211529066927,[]
C5,72,0.23155837811431362,6.583333333333333,0.15974596971177332,2,0.11529066927210552,[]
C6,122,0.4943820224719101,8.295081967213115,0.35368832437713726,1,0.2427943331704934,"[2, 5]"
C7,108,0.35564240351734244,6.7407407407407405,0.3497801660967269,1,0.19638495359062041,[]
C8,83,0.4953590620420127,12.216867469879517,0.1978505129457743,1,0.28480703468490476,"[1, 4]"
C9,87,0.24621397166585246,5.793103448275862,0.05959941377625794,1,0.14655593551538837,[]
C10,24,0.06936980947728383,5.916666666666667,0.06595017098192477,1,0.050806057645334635,[]
C11,39,0.1074743527112848,5.641025641025641,0.056179775280898875,1,0.05862237420615535,[]
C12,51,0.27552515876893013,11.058823529411764,0.2237420615534929,3,0.13043478260869565,[]
