Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,24,0.13997627520759193,14.75,0.13997627520759193,3,0.10083036773428232,[6]
C2,31,0.21194147884539344,17.29032258064516,0.02095689996045868,3,0.10755239224990115,[2]
C3,17,0.07315144325820483,10.882352941176471,0.03716884143930407,2,0.05338078291814947,[]
C4,10,0.03835508105970739,9.7,0.03558718861209965,2,0.028865164096480822,[]
C5,20,0.09134045077105575,11.55,0.03716884143930407,2,0.04310003954132068,[]
C6,58,0.4100434954527481,17.879310344827587,0.19731119019375248,1,0.25504151838671413,"[1, 5]"
C7,43,0.1981020166073547,11.651162790697674,0.19731119019375248,1,0.12099644128113879,[]
C8,41,0.376433372874654,23.21951219512195,0.017793594306049824,1,0.19652036378015025,[4]
C9,12,0.051403716884143934,10.833333333333334,0.0276789244760775,4,0.018979833926453145,[]
C10,9,0.031237643337287464,8.777777777777779,0.02926057730328193,4,0.01542111506524318,[]
C11,8,0.033610122578094107,10.625,0.007512850929221036,4,0.01383946223803875,[]
C12,18,0.18584420719652037,26.11111111111111,0.13997627520759193,3,0.13364966389877422,[3]
