Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,3,0.010278372591006424,8.0,0.009850107066381156,5,0.006852248394004282,[]
C2,26,0.13019271948608138,11.692307692307692,0.06980728051391863,5,0.10192719486081371,[6]
C3,27,0.1777301927194861,15.37037037037037,0.05353319057815846,5,0.14132762312633834,[5]
C4,18,0.06723768736616702,8.722222222222221,0.06295503211991435,5,0.050963597430406855,[]
C5,28,0.13062098501070663,10.892857142857142,0.026980728051391862,5,0.08094218415417559,[3]
C6,52,0.28394004282655244,12.75,0.15588865096359744,5,0.12248394004282655,[]
C7,38,0.15631691648822268,9.605263157894736,0.1550321199143469,4,0.07237687366167024,[]
C8,49,0.41627408993576015,19.836734693877553,0.04197002141327623,4,0.15074946466809422,"[1, 2, 4]"
C9,19,0.08222698072805139,10.105263157894736,0.009850107066381156,4,0.03468950749464668,[]
C10,3,0.010278372591006424,8.0,0.010278372591006424,5,0.010278372591006424,[]
C11,6,0.022698072805139188,8.833333333333334,0.004710920770877944,5,0.019700214132762312,[]
C12,7,0.027837259100642397,9.285714285714286,0.009850107066381156,5,0.014561027837259101,[]
