Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,18,0.03232479958624256,6.944444444444445,0.031031807602792862,4,0.011378329454357383,[]
C2,86,0.2707525213343677,12.174418604651162,0.11249030256012413,5,0.1417119213860874,"[5, 6]"
C3,87,0.2888544091026636,12.839080459770114,0.13628135505559866,5,0.12335143522110163,[]
C4,66,0.1551590380139643,9.090909090909092,0.13576415826221877,4,0.06335660718903542,[]
C5,78,0.2601499870700802,12.897435897435898,0.08611326609775019,4,0.08301008533747091,[]
C6,92,0.4070338763899664,17.108695652173914,0.15309025084044478,4,0.13421256788207914,"[1, 2, 3, 4]"
C7,63,0.1538660460305146,9.444444444444445,0.15360744763382467,4,0.06930437031290405,[]
C8,60,0.19006982156710628,12.25,0.012154124644427205,4,0.08714765968450995,[]
C9,18,0.038272562710111195,8.222222222222221,0.021463666925265062,4,0.017326092578226013,[]
C10,12,0.02379105249547453,7.666666666666667,0.02094647013188518,4,0.010861132660977503,[]
C11,16,0.03646237393328161,8.8125,0.00982673907421774,4,0.015515903801396431,[]
C12,24,0.0612878200155159,9.875,0.03180760279286268,5,0.02094647013188518,[]
