Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,14,0.03468950749464668,5.785714285714286,0.03340471092077088,5,0.019271948608137045,[]
C2,63,0.2158458244111349,8.0,0.11477516059957174,5,0.16102783725910064,[6]
C3,50,0.23083511777301927,10.78,0.12376873661670236,5,0.1721627408993576,[5]
C4,51,0.14132762312633834,6.470588235294118,0.12505353319057816,5,0.09593147751605996,[]
C5,62,0.20728051391862956,7.806451612903226,0.07708779443254818,5,0.1323340471092077,[3]
C6,109,0.41241970021413277,8.8348623853211,0.2633832976445396,4,0.15931477516059958,[]
C7,85,0.2638115631691649,7.247058823529412,0.2616702355460385,4,0.11177730192719486,[]
C8,70,0.46466809421841543,15.5,0.08179871520342613,4,0.16531049250535332,"[1, 2, 4]"
C9,43,0.13704496788008566,7.441860465116279,0.030835117773019272,5,0.057815845824411134,[]
C10,15,0.037687366167023555,5.866666666666666,0.037687366167023555,5,0.02184154175588865,[]
C11,28,0.07366167023554604,6.142857142857143,0.023126338329764455,5,0.04025695931477516,[]
C12,24,0.06766595289079229,6.583333333333333,0.033832976445396144,5,0.03854389721627409,[]
