Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,41,0.08064516129032258,4.634146341463414,0.07597623089983022,2,0.02928692699490662,[]
C2,92,0.25891341256366723,6.630434782608695,0.15577249575551783,5,0.09083191850594227,[]
C3,80,0.24787775891341257,7.3,0.1702037351443124,5,0.08064516129032258,[3]
C4,68,0.18505942275042445,6.411764705882353,0.17147707979626486,4,0.06876061120543293,[]
C5,101,0.27928692699490665,6.514851485148514,0.1799660441426146,4,0.11417657045840407,"[5, 6]"
C6,188,0.5581494057724957,6.99468085106383,0.3862478777589134,4,0.21731748726655348,[]
C7,140,0.38879456706281834,6.542857142857143,0.3815789473684211,4,0.13115449915110355,[]
C8,104,0.5573005093378608,12.625,0.2461799660441426,4,0.2398132427843803,"[1, 2, 4]"
C9,135,0.31154499151103565,5.437037037037037,0.08361629881154499,4,0.15195246179966043,[]
C10,47,0.10101867572156197,5.0638297872340425,0.09889643463497454,4,0.06791171477079797,[]
C11,59,0.13455008488964346,5.372881355932203,0.044142614601018676,4,0.07894736842105263,[]
C12,55,0.11884550084889643,5.090909090909091,0.07979626485568761,4,0.03904923599320883,[]
