Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,164,0.23725910064239827,3.3780487804878048,0.20171306209850107,5,0.1721627408993576,[]
C2,154,0.3490364025695932,5.292207792207792,0.24197002141327623,5,0.24582441113490364,[]
C3,124,0.3374732334047109,6.354838709677419,0.2903640256959315,5,0.22655246252676658,[]
C4,190,0.33832976445396146,4.157894736842105,0.3164882226980728,5,0.24668094218415418,[]
C5,222,0.44154175588865097,4.6441441441441444,0.28950749464668096,5,0.302355460385439,[]
C6,321,0.7139186295503211,5.193146417445483,0.5516059957173447,5,0.30406852248394006,"[2, 3, 4, 5]"
C7,299,0.5627408993576017,4.394648829431438,0.5387580299785867,5,0.19828693790149893,[]
C8,181,0.6184154175588865,7.9779005524861875,0.3036402569593148,5,0.22869379014989294,[1]
C9,183,0.3554603854389722,4.53551912568306,0.11905781584582441,5,0.11734475374732334,[]
C10,89,0.14004282655246253,3.6741573033707864,0.14004282655246253,5,0.06509635974304069,[]
C11,106,0.18372591006423983,4.047169811320755,0.0993576017130621,5,0.08822269807280514,[]
C12,189,0.2907922912205567,3.5925925925925926,0.23383297644539613,5,0.19914346895074947,[6]
