Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,5,0.015417558886509636,7.2,0.014989293361884369,5,0.009421841541755889,[]
C2,41,0.16873661670235546,9.609756097560975,0.08865096359743041,5,0.12762312633832976,[6]
C3,36,0.20085653104925053,13.027777777777779,0.07537473233404711,5,0.15160599571734476,[5]
C4,26,0.08779443254817987,7.884615384615385,0.07922912205567452,5,0.05867237687366167,[]
C5,37,0.1537473233404711,9.702702702702704,0.038115631691648826,5,0.09593147751605996,[3]
C6,67,0.32248394004282654,11.238805970149254,0.19700214132762311,4,0.12933618843683084,[]
C7,54,0.19743040685224839,8.537037037037036,0.1961456102783726,4,0.09036402569593148,[]
C8,57,0.43683083511777304,17.894736842105264,0.055674518201284794,4,0.16102783725910064,"[1, 2, 4]"
C9,27,0.10278372591006424,8.88888888888889,0.017987152034261242,5,0.042826552462526764,[]
C10,7,0.020556745182012847,6.857142857142857,0.020556745182012847,5,0.015417558886509636,[]
C11,15,0.04582441113490364,7.133333333333334,0.013276231263383297,5,0.026124197002141327,[]
C12,15,0.048394004282655244,7.533333333333333,0.014989293361884369,5,0.026124197002141327,[]
