Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,1,0.0050933786078098476,12.0,0.0050933786078098476,2,0.0050933786078098476,[]
C2,13,0.1035653650254669,18.76923076923077,0.02504244482173175,2,0.06027164685908319,[3]
C3,21,0.12436332767402376,13.952380952380953,0.06876061120543293,5,0.045415959252971136,[5]
C4,15,0.07724957555178268,12.133333333333333,0.07045840407470289,4,0.03480475382003396,[]
C5,22,0.12011884550084889,12.863636363636363,0.010186757215619695,4,0.05135823429541596,[6]
C6,50,0.2729202037351443,12.86,0.1697792869269949,4,0.10908319185059423,[]
C7,35,0.1697792869269949,11.428571428571429,0.16893039049235994,1,0.07979626485568761,[]
C8,39,0.42826825127334467,25.871794871794872,0.03098471986417657,4,0.17105263157894737,"[1, 2, 4]"
C9,18,0.09804753820033955,12.833333333333334,0.014855687606112054,4,0.06876061120543293,[]
C10,4,0.014855687606112054,8.75,0.01400679117147708,4,0.011035653650254669,[]
C11,5,0.020797962648556875,9.8,0.0025466893039049238,4,0.013157894736842105,[]
C12,7,0.027164685908319185,9.142857142857142,0.0050933786078098476,2,0.012733446519524618,[]
