Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,732,0.5790159661127403,2.4275956284153004,0.5268817204301075,5,0.18507657217334636,[]
C2,399,0.5301401107852721,4.0776942355889725,0.40045617464972305,5,0.16454871293580972,[]
C3,420,0.5959595959595959,4.354761904761904,0.5842293906810035,5,0.1935483870967742,[]
C4,547,0.617464972303682,3.4643510054844606,0.5949820788530465,5,0.20886282176604756,[]
C5,439,0.6441837732160313,4.503416856492027,0.49299446073639624,5,0.21049201694362984,[]
C6,496,0.8097100032583904,5.01008064516129,0.8064516129032258,4,0.2173346366894754,[]
C7,881,0.8550016291951776,2.978433598183882,0.8422939068100358,4,0.23264907135874877,"[1, 2, 3, 4, 5]"
C8,766,0.8455522971652004,3.387728459530026,0.15216682958618444,4,0.22971652003910067,[]
C9,149,0.18833496252851092,3.879194630872483,0.1495601173020528,2,0.056695992179863146,[]
C10,188,0.15705441511893126,2.5638297872340425,0.15542521994134897,2,0.050505050505050504,[]
C11,178,0.17139133268165527,2.955056179775281,0.09547083740632127,2,0.05506679700228087,[]
C12,691,0.5751058976865429,2.5542691751085385,0.5711958292603454,5,0.18572825024437928,[6]
