Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,1,0.006395614435815441,14.0,0.006395614435815441,6,0.006395614435815441,[]
C2,8,0.058931018730013704,16.125,0.011420740063956145,5,0.0328917313841937,[6]
C3,12,0.11146642302421197,20.333333333333332,0.058931018730013704,5,0.08999543170397442,[]
C4,9,0.0657834627683874,16.0,0.05207857469164002,5,0.05481955230698949,[]
C5,11,0.11466423024211969,22.818181818181817,0.0077661032434901784,5,0.08359981726815897,[]
C6,41,0.3152124257651896,16.829268292682926,0.18684330744632252,5,0.11740520785746916,[5]
C7,31,0.18730013704888077,13.225806451612904,0.18638647784376428,1,0.06349931475559616,[]
C8,37,0.4138876199177707,24.486486486486488,0.003654636820465966,4,0.1247144814984011,"[1, 2, 4]"
C9,5,0.03060758337140247,13.4,0.0,4,0.012791228871630882,[3]
C10,0,0.0,0.0,0.0,0,0.0,[]
C11,0,0.0,0.0,0.0,0,0.0,[]
C12,3,0.01827318410232983,13.333333333333334,0.006395614435815441,6,0.013704888076747372,[]
