Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,0,0.0,0.0,0.0,0,0.0,[]
C2,6,0.024872448979591837,13.0,0.007971938775510204,4,0.01371173469387755,[]
C3,23,0.19993622448979592,27.26086956521739,0.08705357142857142,5,0.09151785714285714,"[5, 6]"
C4,23,0.09917091836734694,13.521739130434783,0.08896683673469388,5,0.055165816326530615,[]
C5,27,0.1603954081632653,18.62962962962963,0.012755102040816327,4,0.06441326530612244,[]
C6,34,0.2930484693877551,27.029411764705884,0.10809948979591837,2,0.078125,"[2, 4]"
C7,23,0.10841836734693877,14.782608695652174,0.10809948979591837,1,0.05548469387755102,[]
C8,36,0.2866709183673469,24.97222222222222,0.012755102040816327,1,0.10778061224489796,"[1, 3]"
C9,9,0.03826530612244898,13.333333333333334,0.0,4,0.021364795918367346,[]
C10,0,0.0,0.0,0.0,0,0.0,[]
C11,3,0.010522959183673469,11.0,0.0,4,0.007334183673469388,[]
C12,2,0.006377551020408163,10.0,0.0,2,0.0031887755102040817,[]
