Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,47,0.08129285014691479,5.297872340425532,0.07868103166829905,5,0.03525954946131244,[]
C2,151,0.28370878223963436,5.754966887417218,0.19621286320600717,5,0.11916421808684297,[]
C3,211,0.4675155076722168,6.786729857819905,0.40385243225595824,5,0.17662422461638916,[5]
C4,212,0.4247469800848841,6.136792452830188,0.3424746980084884,5,0.15801501795625203,[]
C5,181,0.5233431276526281,8.856353591160222,0.376428338230493,5,0.15703558602677115,[]
C6,250,0.6235716617695071,7.64,0.19555990858635325,5,0.17238001958863858,"[1, 2, 3, 4]"
C7,106,0.19882468168462292,5.745283018867925,0.19686581782566112,1,0.05386875612144956,[]
C8,137,0.29546196539340513,6.605839416058394,0.10610512569376428,4,0.07443682664054849,[]
C9,73,0.1544237675481554,6.47945205479452,0.07966046359777995,4,0.0643160300359125,[]
C10,37,0.08390466862553053,6.945945945945946,0.08194580476656872,4,0.05027750571335292,[]
C11,60,0.12112308194580476,6.183333333333334,0.06790728044400914,4,0.053542278811622594,[6]
C12,80,0.14136467515507672,5.4125,0.07868103166829905,5,0.04374795951681358,[]
