Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,6,0.024059640799728905,11.833333333333334,0.023720772619451033,5,0.011521518129447645,[]
C2,19,0.10437139952558455,16.210526315789473,0.017960013554727212,5,0.0386309725516774,[]
C3,40,0.2243307353439512,16.55,0.1701118264994917,5,0.08776685869196882,[]
C4,42,0.18231108098949508,12.80952380952381,0.15960691291087767,4,0.058963063368349715,[]
C5,56,0.30125381226702813,15.875,0.056252117926126735,5,0.10843781768891901,"[1, 4, 5]"
C6,44,0.30599796679091834,20.522727272727273,0.08031175872585564,2,0.08302270416807862,"[2, 3, 6]"
C7,21,0.08031175872585564,11.285714285714286,0.0796340223652999,3,0.025753981701118266,[]
C8,32,0.18434429007116232,17.0,0.007793968146391054,4,0.060996272450016945,[]
C9,8,0.03456455438834293,12.75,0.013893595391392748,4,0.01253812267028126,[]
C10,5,0.016604540833615723,9.8,0.015249068112504236,1,0.010504913588614028,[]
C11,8,0.03185360894611996,11.75,0.00711623178583531,1,0.01253812267028126,[]
C12,11,0.04879701796001355,13.090909090909092,0.023720772619451033,5,0.017282277194171466,[]
