Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,25,0.05854727614276769,7.48,0.056981840951784594,5,0.020663744520976832,[]
C2,102,0.27958672510958044,8.754901960784315,0.13368816530995617,5,0.12147777082028804,[5]
C3,110,0.35472761427676897,10.3,0.26393237319974955,5,0.08985597996242956,[]
C4,123,0.2974326862867877,7.723577235772358,0.26393237319974955,2,0.07326236693800876,[]
C5,109,0.3722604884157796,10.908256880733944,0.1242955541640576,2,0.08578584846587352,[4]
C6,107,0.37539135879774577,11.205607476635514,0.13994990607388855,1,0.12711333750782716,"[1, 2, 3]"
C7,56,0.14057608015028178,8.017857142857142,0.13932373199749531,2,0.046336881653099564,[]
C8,68,0.20882905447714464,9.808823529411764,0.03788353162179086,2,0.06762680025046963,[]
C9,40,0.10770194113963683,8.6,0.07013149655604257,4,0.043206011271133375,[]
C10,36,0.07827175954915466,6.944444444444445,0.07201001878522229,4,0.04351909830932999,[]
C11,42,0.10018785222291797,7.619047619047619,0.033813400125234816,4,0.04539762053850971,[]
C12,42,0.11051972448340638,8.404761904761905,0.057608015028177834,1,0.027238572323105822,[6]
