Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,3,0.0072407551073183345,9.333333333333334,0.0069821567106283944,2,0.002585983966899405,[]
C2,42,0.1952417895009051,17.976190476190474,0.05611585208171709,5,0.11636927851047324,[5]
C3,43,0.21360227566589088,19.209302325581394,0.073959141453323,5,0.09231962761830877,[6]
C4,22,0.07964830618050169,14.0,0.06904577191621412,4,0.04034134988363072,[]
C5,36,0.18619084561675717,20.0,0.033100594776312386,4,0.06180501680889579,[]
C6,50,0.33204034134988364,25.68,0.08275148694078097,4,0.11171450737005431,"[1, 2, 3, 4]"
C7,24,0.08275148694078097,13.333333333333334,0.08275148694078097,4,0.04370312904059995,[]
C8,23,0.1225756400310318,20.608695652173914,0.00517196793379881,4,0.06387380398241531,[]
C9,6,0.018101887768295837,11.666666666666666,0.005947763123868632,4,0.01034393586759762,[]
C10,2,0.005947763123868632,11.5,0.00491336953710887,2,0.005947763123868632,[]
C11,6,0.018360486164985777,11.833333333333334,0.004137574347039048,4,0.01034393586759762,[]
C12,9,0.036203775536591674,15.555555555555555,0.0069821567106283944,4,0.012412723041117145,[]
