Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,38,0.07689903094717099,6.473684210526316,0.0753360425132854,6,0.029696780243826194,[]
C2,93,0.25132854016880274,8.64516129032258,0.10847139731165989,5,0.10003125976867772,[]
C3,110,0.36855267271022196,10.718181818181819,0.3100969052829009,5,0.11097217880587684,[5]
C4,130,0.3357299155986246,8.261538461538462,0.2957174116911535,5,0.10190684588934042,[]
C5,124,0.4235698655829947,10.92741935483871,0.1559862457017818,2,0.13504220068771491,[4]
C6,130,0.4341981869334167,10.684615384615384,0.1456705220381369,2,0.21256642700844014,"[1, 2, 3]"
C7,64,0.14660831509846828,7.328125,0.14442013129102846,2,0.054079399812441385,[]
C8,66,0.20600187558612065,9.984848484848484,0.02750859643638637,2,0.06720850265708034,[]
C9,29,0.061581744295092215,6.793103448275862,0.021256642700844014,3,0.015004688965301657,[]
C10,13,0.02313222882150672,5.6923076923076925,0.02188183807439825,3,0.0087527352297593,[]
C11,27,0.0525164113785558,6.222222222222222,0.02031884964051266,3,0.014066895904970303,[]
C12,40,0.11316036261331666,9.05,0.07596123788683964,6,0.04126289465457956,[6]
