Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,571,0.5362082994304312,2.308231173380035,0.5109845402766476,5,0.28152969894222946,[]
C2,393,0.5138323840520749,3.213740458015267,0.32180634662327096,5,0.2701383238405207,[]
C3,232,0.43653376729048005,4.625,0.4247355573637103,5,0.2481692432872254,[]
C4,263,0.4340927583401139,4.057034220532319,0.4222945484133442,5,0.2436940602115541,[6]
C5,217,0.46013018714401954,5.211981566820277,0.36696501220504474,5,0.2510170870626526,[]
C6,524,0.871033360455655,4.08587786259542,0.8653376729048007,5,0.41171684296175753,[1]
C7,750,0.903173311635476,2.96,0.8738812042310822,5,0.4259560618388934,"[2, 3, 4, 5]"
C8,506,0.8799837266069975,4.274703557312253,0.3616761594792514,5,0.41903986981285596,[]
C9,244,0.419446704637917,4.225409836065574,0.3315703824247356,5,0.17697314890154597,[]
C10,310,0.3486574450772986,2.764516129032258,0.34743694060211555,5,0.14442636289666397,[]
C11,302,0.3633034987794955,2.956953642384106,0.18022782750203417,5,0.15052888527257932,[]
C12,495,0.5227827502034175,2.595959595959596,0.5183075671277462,5,0.274613506916192,[]
