Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,1,0.0038281582305401958,9.0,0.0038281582305401958,6,0.0038281582305401958,[]
C2,14,0.12803062526584433,21.5,0.038281582305401955,5,0.05572096980008507,"[3, 6]"
C3,12,0.10633772862611654,20.833333333333332,0.0289238621863037,5,0.07486176095278604,[]
C4,8,0.038281582305401955,11.25,0.03658017864738409,5,0.03445342407486176,[]
C5,13,0.07443641003828158,13.461538461538462,0.013611229264142918,5,0.05274351339855381,[]
C6,44,0.2428753721820502,12.977272727272727,0.1522756273925989,5,0.12930667800935772,[]
C7,33,0.15440238196512124,11.0,0.15355168013611228,5,0.07060825180774138,[]
C8,41,0.4495959166312208,25.78048780487805,0.027222458528285837,5,0.18460229689493832,"[1, 2, 4, 5]"
C9,16,0.07316035729476818,10.75,0.009783071033602722,5,0.03572947681837516,[]
C10,3,0.011484474691620587,9.0,0.011484474691620587,5,0.008081667375584857,[]
C11,7,0.027647809442790303,9.285714285714286,0.0012760527435133986,5,0.020416843896214378,[]
C12,5,0.01786473840918758,8.4,0.0038281582305401958,6,0.0076563164610803916,[]
