Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,4,0.01343408900083963,12.0,0.013154212146655471,4,0.010355443604813882,[1]
C2,34,0.20095158130422613,21.11764705882353,0.038343129023229776,4,0.07864539602574867,[6]
C3,35,0.18919675342849146,19.314285714285713,0.08956059333893088,4,0.08088441085922195,[4]
C4,24,0.09655751469353484,14.375,0.08564231738035265,4,0.05821438567030507,[]
C5,32,0.1841589700531766,20.5625,0.02239014833473272,4,0.06521130702490904,[]
C6,35,0.29023229778897286,29.62857142857143,0.08536244052616848,5,0.10495382031905962,"[2, 3, 5]"
C7,17,0.08536244052616848,17.941176470588236,0.08536244052616848,2,0.03162608452280996,[]
C8,22,0.11586901763224182,18.818181818181817,0.005317660229499021,4,0.037503498460677305,[]
C9,6,0.022670025188916875,13.5,0.008396305625524769,4,0.012034704729918836,[]
C10,3,0.008956059333893087,10.666666666666666,0.008676182479708928,4,0.00559753708368318,[]
C11,6,0.019871256647075286,11.833333333333334,0.0019591379792891126,4,0.009515813042261404,[]
C12,9,0.03246571508536244,12.88888888888889,0.01343408900083963,4,0.019311502938706968,[]
