Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,998,0.6446858029480217,2.497995991983968,0.5815877941556762,5,0.25084044478924233,"[5, 6]"
C2,507,0.5841737781225756,4.455621301775148,0.45047840703387637,5,0.2200672355831394,[]
C3,611,0.6677010602534265,4.225859247135843,0.6441686061546419,5,0.22679079389707785,[]
C4,817,0.682441168864753,3.230110159118727,0.6555469356089992,5,0.23946211533488493,[]
C5,672,0.7186449444013447,4.135416666666667,0.5342642875614171,5,0.24153090250840445,[]
C6,556,0.7517455391776571,5.2284172661870505,0.7483837600206878,4,0.25446082234290146,[]
C7,1075,0.7980346521851565,2.870697674418605,0.7905352986811481,4,0.2666149469873287,"[1, 2, 3, 4]"
C8,993,0.7928626842513576,3.0876132930513593,0.1008533747090768,4,0.26428756141711923,[]
C9,135,0.13576415826221877,3.888888888888889,0.11171450737005431,4,0.05818463925523662,[]
C10,153,0.11455908973364365,2.895424836601307,0.11274890095681407,4,0.047323506594259115,[]
C11,140,0.13033359193173003,3.6,0.09025084044478925,4,0.051461080941298164,[]
C12,932,0.6408068269976727,2.6587982832618025,0.6387380398241531,5,0.2495474528057926,[]
