Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,118,0.1676159479251424,3.4915254237288136,0.15256305939788445,5,0.06468673718470301,[]
C2,199,0.35598047192839705,4.396984924623116,0.2693246541903987,5,0.20219690805532953,[]
C3,120,0.3454027664768104,7.075,0.3096013018714402,5,0.21724979658258747,[]
C4,150,0.3421480878763222,5.6066666666666665,0.32180634662327096,5,0.20545158665581773,[]
C5,179,0.4292107404393816,5.893854748603352,0.3291293734743694,5,0.2335231895850285,[6]
C6,384,0.7571196094385679,4.846354166666667,0.5390561432058584,5,0.36371033360455657,"[3, 5]"
C7,322,0.5549227013832384,4.236024844720497,0.53173311635476,5,0.22091131000813669,[]
C8,201,0.6318144833197722,7.72636815920398,0.33279088689991865,5,0.2636289666395443,"[1, 2, 4]"
C9,202,0.3852725793327909,4.688118811881188,0.16354759967453214,5,0.1594792514239219,[]
C10,113,0.18836452400325468,4.097345132743363,0.1855166802278275,5,0.08584214808787632,[]
C11,116,0.21196094385679415,4.491379310344827,0.13140764849471115,5,0.0951993490642799,[]
C12,175,0.26240846216436126,3.6857142857142855,0.16314076484947113,5,0.10821806346623271,[]
