Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,0,0.0,0.0,0.0,0,0.0,[]
C2,6,0.03945745992601726,16.0,0.007809288943690916,6,0.026715988491574187,[6]
C3,7,0.10809699958898479,37.57142857142857,0.036991368680641186,5,0.09001233045622688,[3]
C4,8,0.048910809699958896,14.875,0.04356761200164406,5,0.048910809699958896,[]
C5,17,0.10521989313604603,15.058823529411764,0.02301685162351007,5,0.07850390464447185,[]
C6,31,0.21907110563090834,17.193548387096776,0.08672420879572544,4,0.08096999588984792,[]
C7,16,0.08672420879572544,13.1875,0.08631319358816276,4,0.030004110152075627,[]
C8,30,0.3637484586929716,29.5,0.02178380600082203,4,0.1163173037402384,"[1, 2, 4, 5]"
C9,15,0.08384710234278668,13.6,0.011919441019317715,4,0.04726674886970818,[]
C10,3,0.013974517057131115,11.333333333333334,0.013974517057131115,4,0.012330456226880395,[]
C11,6,0.029593094944512947,12.0,0.002055076037813399,4,0.02301685162351007,[]
C12,3,0.013563501849568433,11.0,0.0,4,0.004521167283189478,[]
